Location,Age,Gender,Ethnicity,Resolution,Offence,Year,Value,Flags
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Homicide and related offences,2014,11,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Acts intended to cause injury,2011,3443,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Acts intended to cause injury,2012,3039,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Acts intended to cause injury,2013,2494,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Acts intended to cause injury,2014,2015,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Sexual assault and related offences,2011,205,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Sexual assault and related offences,2012,151,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Sexual assault and related offences,2013,216,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Sexual assault and related offences,2014,138,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Dangerous or negligent acts endangering persons,2011,98,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Dangerous or negligent acts endangering persons,2012,40,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Dangerous or negligent acts endangering persons,2013,46,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Dangerous or negligent acts endangering persons,2014,26,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Abduction, harassment and other related offences against a person",2011,962,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Abduction, harassment and other related offences against a person",2012,841,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Abduction, harassment and other related offences against a person",2013,650,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Abduction, harassment and other related offences against a person",2014,616,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Robbery, extortion and related offences",2011,159,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Robbery, extortion and related offences",2012,107,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Robbery, extortion and related offences",2013,82,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Robbery, extortion and related offences",2014,81,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Unlawful entry with intent/burglary, break and enter",2011,823,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Unlawful entry with intent/burglary, break and enter",2012,728,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Unlawful entry with intent/burglary, break and enter",2013,651,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Unlawful entry with intent/burglary, break and enter",2014,439,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Theft and related offences,2011,3959,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Theft and related offences,2012,3090,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Theft and related offences,2013,2867,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Theft and related offences,2014,2500,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Fraud, deception and related offences",2011,490,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Fraud, deception and related offences",2012,423,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Fraud, deception and related offences",2013,470,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Fraud, deception and related offences",2014,439,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Illicit drug offences,2011,1963,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Illicit drug offences,2012,1807,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Illicit drug offences,2013,1584,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Illicit drug offences,2014,1500,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Prohibited and regulated weapons and explosives offences,2011,588,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Prohibited and regulated weapons and explosives offences,2012,567,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Prohibited and regulated weapons and explosives offences,2013,470,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Prohibited and regulated weapons and explosives offences,2014,386,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Property damage and environmental pollution,2011,1544,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Property damage and environmental pollution,2012,1303,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Property damage and environmental pollution,2013,1067,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Property damage and environmental pollution,2014,751,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Public order offences,2011,2540,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Public order offences,2012,2199,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Public order offences,2013,1967,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Public order offences,2014,1636,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Offences against justice procedures, government security and government operations",2010,2583,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Offences against justice procedures, government security and government operations",2011,2363,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Offences against justice procedures, government security and government operations",2012,2130,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Offences against justice procedures, government security and government operations",2013,1916,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Offences against justice procedures, government security and government operations",2014,1941,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Miscellaneous offences,2010,63,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Miscellaneous offences,2011,73,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Miscellaneous offences,2012,55,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Miscellaneous offences,2013,52,
Waitemata District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Miscellaneous offences,2014,41,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Homicide and related offences,2005,44,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Acts intended to cause injury,2005,3736,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Sexual assault and related offences,2005,146,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Dangerous or negligent acts endangering persons,2005,87,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Abduction, harassment and other related offences against a person",2005,852,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Robbery, extortion and related offences",2005,192,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Unlawful entry with intent/burglary, break and enter",2005,1031,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Theft and related offences,2005,3011,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Fraud, deception and related offences",2005,428,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Illicit drug offences,2005,1328,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Prohibited and regulated weapons and explosives offences,2005,809,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Property damage and environmental pollution,2005,1667,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Public order offences,2005,2175,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Offences against justice procedures, government security and government operations",2005,2068,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Miscellaneous offences,2005,336,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Total Offences,2005,17910,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Total Offences,2006,22213,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Total Offences,2007,23296,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Total Offences,2008,22709,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Total Offences,2009,26094,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Total Offences,2010,29805,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Total Offences,2011,27868,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Total Offences,2012,24293,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Total Offences,2013,22212,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Total Offences,2014,18826,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Homicide and related offences,2006,33,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Homicide and related offences,2007,10,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Homicide and related offences,2008,30,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Homicide and related offences,2009,14,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Homicide and related offences,2010,14,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Homicide and related offences,2011,7,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Homicide and related offences,2012,10,
Counties/Manukau District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Homicide and related offences,2013,10,
